target_word,sentence_1_id,sentence_1,sentence_2_id,sentence_2,era_group,[Bewertung]
sonnenschein,5949385,"Es lag auf Wegen fern und nah Der Sonnenſchein , der Sonnenſchein des Glücks .",4616239,"Eidechsen waren trotz des intensiven Sonnenscheins nicht zu erblicken ; dagegen ertönte lautes Froschgequak aus den Pfützen , und die Urheber desselben stellten sich bald als die von China bis zu den Philippinen verbreitete Rana vittigera Wiegm . heraus .",Late-Late,4
murmeltier,3973923,Das Murmelthier .,3929891,Es bekraͤftigen diſes urtheil auch die Murmelthiere / oder Munken / deren vil auch diß jahr ſollen an gleicher Krankheit tod gefunden worden ſeyn .,Early-Early,4
brunnenwasser,3928006,Von diſem Thal ſteiget man nicht ohne muͤhe obſich auf den Berg / findet an dem Wege / und erquicket die vom ſteigen muͤd gemachte Beine mit Cryſtall lauterem Brunnenwaſſer / welches man in zimlicher maß kan einſchlucken / ohne daß es dem Trinker ſchaden thut .,3929878,"Und gewahre endlich bey anlas diſer / und vilen dergleichen hin und wider im Schweizerland befindlichen Waſſeren / welche gleichwol dann und wann nahmhaft machen werde / daß der Mineraliſchen Heilwaſſeren Gebrauch von einer gewiſſen fatalen mode geregiert wird ; Es ligt hier und da eine koſtliche Quell / oͤde / und unbeſucht / etwan wegen entfehrnung / und einſamkeit des Orts / oder weil ſie einen allzuarmen / allzureichen / oder ungeſchikten / oder eigenſiñigen Beſitzer hat / oder weil es jezund nicht die mode iſt / dahin zugehenthingegen kan eine andere Quell bey anlas einer außgeſtreuten Wundercur / oder in Truk gegebenen hochtrabenden Beſchreibung in aufnemmen kommen / und groſſen zulauff erhalten / welche gleichwol keinen Vortheil hat vor anderen Waſſeren / als eine ſchoͤne ſituation , nebſt guter Schnabelweid / oder nicht mehr Mineralien in ſich hat / als ein gemeiner in allen Staͤtten / und Doͤrfferen befindlicher Brunn / oder nicht mehrere kraͤfte / als die von der Einbildung herꝛuͤhren / und in allen gewaͤrmten See-Fluß- und Brunnenwaſſeren zufinden ſeyn .",Early-Early,3
feuerwerk,2329910,"Auch Karl Büttner war von Wörmsbach herübergelaufen , um ſich das Feuerwerk mit anzuſehen .",4923652,"Aber doch nicht wahrſcheinlich , Friedrichsfelde gehört nicht in die Reihe der Vororte , wo Feuerwerke ſozuſagen auf dem Programm ſtehen .",Late-Late,4
meerwasser,5091696,Zum Beſchluß uͤberlaſſe dem verſtaͤndigen Leſer zu urtheilen von deren Meynung / welche ein Geheimniß darinn ſuchen / daß dergleichen Brünnen flieſſen von einem H. Kreuztag zu dem anderen / namlich von Kreuzerfindung bis zur Kreuzerhoͤhung / da nicht zu laugnen / daß etwann von ohngefahr ein Meybrunn kan anfangen flieſſen an dem Tag des erſten / und aufhoͤren an dem letſten Feſt ; oder von des Paracelſi Einbildung / daß diſere Waſſer im Herbſt / wann andere Kraͤuter verwelken / auch verſchwinden ; oder von Thomæ Aquinatis traumung / daß die himmliſchen Einflüſſe ſolche Quellen im Winter nicht auß der Tieffe in die Hoͤhe heben koͤnnen : oder von denen / welche wollen / daß die Waſſergaͤnge bey anfangendem Winter durch das Eiß verſtopft den durchflieſſenden Waſſeren den Weg abſpannen ; oder endlich von denen / welche auſſagen / daß Erdreich habe zu Winterszeiten die Kraft nicht / die Waſſer auß dem Meerwaſſer anzuzeuhen .,3928072,Diſere halb-Geographiſche und halb-Chymiſche Gedanken geben mir anlas zu folgendem Vernunft-urtheil / daß die ſalzichten Meerwaſſer durch unterirdiſche Gaͤnge aller Orten hinflieſſen in die Eingeweide der Erden / hoͤher aber nicht ſteigen koͤnnen als das Meer ſelbs iſt / folglich nicht einmal unter der Erden koͤnten hinkommen zu den wurzlen unſerer Schweizeriſchen Gebirgen / wil geſchweigen / auf die Spitzen derſelben / ſo daß alle unſere Lande des Waſſers manglen muͤßten / wann nicht die wunderbare / Allweiſe Guͤte Gottes in denen inneren Kammeren der Erden angezuͤndet hette ein brennendes / oder ſonſt waͤrmendes Feuer / welches die Waſſer verwandelt in Duͤnſte / durch hole Kluͤften auftreibet zu der Oberen / und oberſten Erden Rinde / ja auch in die Luft ſelbs / wo ſie nicht hinderhalten / und in Waſſertroͤpflein verſamlet werden / durch beſchloſſene Felſichte Helme / mit denen inſonderheit verſehen die jenigen hoben Gebirge / welche vil Waſſer von ſich geben / wie zum Exempel koͤnnen dienen die ob Flims in Puͤndten ſtehende Stein Gebirge / und haͤuffige in dem Dorff Flims ſelbs hervor flieſſende Brunn und Bachquellen / von denen anderſtwo zu reden ſeyn wird / ꝛc.,Early-Early,2
sonnenuhr,1113491,"In ſolchen Stunden dichtete er das von den Kindern beider Bekenntniſſe oft geſungene Lied „ Stell ’ himmelwärts , ſtell’ himmelwärts gleich einer Sonnenuhr dein Herz “ ; und noch deutlicher ſprach der knorrige Weſtphälinger ſein innerſtes Weſen aus in den Verſen :",3877084,"Auf dem Rondell hatte ſich eine kleine Veränderung vollzogen , die Sonnenuhr war fort , und an der Stelle , wo ſie geſtanden hatte , lag ſeit geſtern eine weiße Marmorplatte , darauf ſtand nichts als „ Effi Brieſt “ und darunter ein Kreuz .",Late-Late,4
feldzug,3939901,"Nach dionis Rechnung iſt dieſes geſchehen a. u. c. 763. ovidivs ſcheinet dieſen Feldzug fuͤr Augen gehabt zu haben , wenn er Triſtium L. III. el. 12. v. 45. & c. ſchreibet :",3944981,"Die Burgunder kamen alſo ohne Wiederſtand bis an den Rhein , ohne daß Valentinianus , der noch immer mit Anbauung ſeiner Veſtungen beſchaͤfftiget war , nur Anſtalten zum Feldzug gemacht haͤtte ; und verurſachten ietzo faſt eben ſo viel Beſorgniß bey den Roͤmern , als ſie unter den Alemannen Schrecken erreget hatten .",Early-Early,4
streitsache,1289653,Die Gröſse des Eides hing in erster Linie von der Bedeutung der Streitsache ab .,4825608,"Das Reich hat einerſeits den Einzelſtaaten eine ſehr ausgedehnte Freiheit und Selbſtſtändigkeit hinſichtlich der Einrichtung , Dotirung und Organiſation der Gerichtsbehörden überlaſſen und — abgeſehen natürlich von dem Reichsgericht — nur die äußerſten Grundlinien des Juſtizbehördenſyſtems gezogen ; es hat andererſeits aber ſehr genaue und zwingende Vorſchriften darüber gegeben , wie die für die verſchiedenen Gattungen von Streitſachen erforderlichen , beſchließenden und urtheilenden Spruchcollegien conſtituirt ſind und wie ſie aus dieſen Behörden gebildet werden .",Late-Late,3
sündenfall,3552696,"Suͤnden-Fall / des Suͤndenfalls groͤſtes Ungluͤck l , 190 . ſchwere Suͤndenfaͤlle werden offt ſehr nuͤtzlich ll , 665 . und ſind zuweilen eine Artzeney wider die Heucheley IV , 653 . ſeq .",3510496,Canitz beſchreibt die Reizungen der boͤſen Luͤſte unter dem Bilde des erſten Suͤndenfalles :,Early-Early,4
triebwerk,2420288,"Und die Adern die dran ſizzen , Siehet man beſtaͤndig ſprizzen Durch ein Triebwerk das ſtets geht , Bis zum Todt nicht ſtille ſteht .",1708247,"Es handelt ſich nur darum , die falſchen Eingriffe der Geſetzgeber , der unter ſich verſchworenen Kaufleute und Unternehmer in dieſes Triebwerk zu beſeitigen , alle Privilegien , falſchen bisherigen Handels- , Zoll- und Zunfteinrichtungen , die falſche Begünſtigung der Städte aufzuheben , dann kommt die Geſellſchaft zur Natur , zur Gerechtigkeit , zur Gleichheit zurück .",Cross-Era,4
windspiel,960158,"Als nemlich derer groſſen Engliſchen Tocken , Baͤren oder Bollbeiſſern , leichten Cours-Hunden , von denen Sau-Ruͤden , von Windſpielen , von Blendlingen , von des Leit-Hunds Erziehung , vom Schweiß-Hunde , vom Sau-Finder , vom Huͤner-Hund , von Jagd-Hunden oder Chiens courans , Waſſer-Hunden , Stoͤber , Otter-Hunde , Dachs-Kriecher , Auferziehung der Hunde .",968859,"Hetzen reithen , iſt mit Windſpiehlen auff das Feld reithen , einen oder mehr Haſen zu fangen .",Early-Early,1
meerwasser,3172561,"Hingegen iſt das meerwaſſer am ſchwereſten , mithin traͤget es auch am ſchwereſten , iedoch traͤget wohl ein ſtrom ſchwerer als der andre .",4485873,"Durch Messung des Widerstandes einer isolirten Drahtrolle , deren Widerstand bei einer bestimmten Temperatur bekannt ist , kann man mithin auf die Temperatur des die Rolle umgebenden Meerwassers schliessen .",Cross-Era,4
uhrwerk,5627299,"1484 erhielt ſie , durch ein Privilegium des Raths unter der Stadt groͤſſerm Jnſiegel , eine Vicarie in der Peterskirche an der Suͤderſeite gegen dem Lostraͤgeraltar uͤber aufzurichten , ſamt dem Jmpatronatsrecht , eigne Prieſter dabey zu verordnen , welches der Erzbiſchof Jaſper confirmiret ; doch zur Zeit der Reformation 1524 am 10 Merz iſt der Altar aus der Kirche weggenommen , und in der Belagerung 1710 ſo wol als das neue Haus mit dem Uhrwerk ſamt ſeinem immerwaͤhrenden Kalender , mit dem Compasſtern und Ritter St. Juͤrgen durch die Bomben zerſchmettert worden .",3650980,"In dem Kaſten B B , Fig. 458 , befinden ſich zwei Uhrwerke , die von den Federgehäuſen L und L' ihre Bewegung erhalten .",Cross-Era,4
murmeltier,3872720,"Aber Gieshübler , ich bitte Sie , Sie ſind ein Murmeltier , Sie haben ſieben Jahre lang geſchlafen …",4397224,"Es gieng zuerſt holperig , das Paar fiel ſogar zu Boden , aber es raffte ſich auf , ſchliff glatter und glatter , gieng in einen Hopswalzer über , jetzt begannen die übrigen Thiere mit den Beinen zu zappeln , konnten ſich nicht länger halten , faßten ſich zum Tanz an und die ganze Geſellſchaft umkreiſte nun die aufrecht thronende Kuh ; raſcher und feuriger erſcholl die Muſik , die Thiere fiengen an , den Tanz mit den verſchiedenen Rufen ihrer Gattung zu begleiten : der Wolf heulte , der Fuchs ließ ſein heiſeres Bellen hören , der Dachs knurrte , das Füllen wieherte , das Wildſchwein grunzte , Gemſe und Steinbock miſchten zwiſchen Mäckern ihren pfeifenden Warnlaut , der Kater rallte , das Murmelthier pfiff ganz fein , der Auerhahn gab geſtoßene , tiefe Krächztöne von ſich wie beim Balzen , die Rohrdommeln blieben nicht zurück , tanzten mit und ließen ihre durchdringenden U-Laute wieder vernehmen , die Bären brummten , der Drache fauchte , das Kalb muhte und ſelbſt die ehrwürdige Mutter ſtimmte anmuthvoll in das allgemeine Konzert mit ein ; die Jugend unter den Zuhörern ſang Schnaderhüpfel dazu , es war luſtig .",Late-Late,2
windspiel,970301,Retter / wie ſolcher unter denen Windſpielen abzurichten ſey ? 173. b. ſeq .,2659561,Jch komm mir ſelbſt wie ein Windſpiel vor .,Cross-Era,2
kinderspiel,4461077,"Wir , Velten und ich , waren ungefähr zehn oder zwölf Jahre alt , als wir anfingen , mehr und mehr aufzuhorchen , wenn in unſere Kinderſpiele , Schularbeiten und Dummejungenſtreiche der Name Trotzendorff hineinklang , mit bedenklichem Kopfſchütteln von Seiten meiner Eltern , mit bedauerndem von Seiten der Mutter Veltens .",2363709,"Er , der die Vernichtung des fränkiſchen Geſindels für ein Parademanöver , den Einzug in Paris für eine Promenade und die Herſtellung des ſouveränen Thrones für ein Kinderſpiel erklärt , er hatte jetzt tauſend Bedenken , welche das gefliſſentliche Zaudern in ſeinen Augen bemäntelten .",Late-Late,4
zeughaus,660053,"Hiernaͤchſt iſt bey der nahe am Zeughauſe befindlichen Schleuße eine ſchoͤne und breite Anfuhrt , die man wol den Hafen von Berlin nennen kann , weil man daſelbſt beſtaͤndig eine Menge kleiner Schiffe den Fluß herauf oder herab fahren ſieht .",660926,"Und gleichwol kann Holland mit Recht fuͤr ein allgemeines Zeughaus und eine oͤffentliche Niederlage aller ſowol ſchlechter und geringer , als der allerkoͤſtlichſten , rareſten und beſten Waaren und Bequemlichkeiten aller Voͤlker gehalten werden .",Early-Early,4
rechtsstreit,3172318,"Gaſſer in ſeiner einleitung zu den oͤkonomiſchen policei- und kameral-wiſſenſchaften cap. 18 § 1 ſ. 293 fg. lachet uͤber die Teutſchen rechtslehrer , daß ſie keinen begrif vom poſtweſen gehabt haͤtten , wenn ſie ſich mit dem Reichs-poſtamte in einen rechtsſtreit eingelaſſen haͤtten .",5835177,"Die alſo über das Bereich des Privatrechts hinausgehobene Staatsgewalt greift ordnend und lehrend in alle Privatverhältniſſe ein , ſchreibt Eltern und Kindern , Grundherren und Dienſtboten ihre ſittlichen Pflichten vor , ſie vermißt ſich durch ihre Alles vorausbedenkende geſetzgeberiſche Weisheit jeden möglichen Rechtsſtreit der Zukunft von vornherein zu erledigen .",Cross-Era,4
streitsache,230254,Citation vor Gericht ſoll an heil. Feyertagen nicht geſchehen 11 . n. 2 . verhindert dreyßig jaͤhrige Verjaͤhrung 15 . n. 1 . auf was Art geſchehen ſoll 16 . n. 2 . wider welche ergehen ſoll 16 . n. 3 . deren Art ſoll protocolliret werden 16 . n. 3 . ſoll den Jnnhalt der Streitſache haben 17 . n. 6 . derſelben Uꝛſache wann nicht noͤthig zu melden 19 . n. 12 . deren Unkoſten wer zu erſtatten ſchuldig 400 . n. 1 . deren Wuͤrckung 16 . n. 1,1285143,"Es wird nämlich bestimmt , daſs in den Gerichten der Centenare oder Vikare keine peinliche Klage , d. h. keine Klage , die an das Leben geht , ferner keine Streitsache über Grundeigentum , Freiheit oder Eigenleute erhoben und entschieden werden , sondern die Kompetenz in solchen Angelegenheiten dem Grafen und den königlichen Missi vorbehalten sein solle .",Cross-Era,4
brunnenwasser,2245349,"Nehmet 3 viertel Pfund klein geraſpelt Hirſchhorn , thut es in einen neuen Topff , gieſſet helles Brunnenwaſſer drauf , und laſſets eine halbe Stunde ſtehen .",571661,"Die Unmiſch barkeit der Seiffe ſetze in Vergleichung mit anderen in der Natur und Chymia vorkommenden Begebenheiten / als da das Waſſer und Oehl ſich zwar unter einander mit Gewalt laſſen miſchen / bald aber / wann ſie in Freyheit geſetzet werden / ſich widerum ſoͤnderen / und jenes zwar nidſich fahret / diſes aber obſich ſteiget : inſonderheit aber dienet mir zu aufloͤſung gegenwertiger Natur-Geſchicht die aufloͤſung der Reſinarum , oder hartzichten Gummi im Brantenwein / und durch anſchüttung des gemeinen Brunnenwaſſers erfolgende Zuſammenrinnung der hartzichten Theilen an einen Klumpen / der ſich zu Boden ſenket / oder præcipitiret .",Early-Early,4
schauspiel,4410430,"Sie werffen zwar auf der Erde ihre Jungen , fuͤhren ſie aber am 12 Tage nach der Geburt ins Meer ; wenn ſie heimlich gemacht werden , nehmen ſie allerhand Unterweiſung an , werden in den Schauſpielen abgericht .",2872224,"Aber die bureaukratiſche Leitung der königlichen Schauſpiele wollte ſich nicht entſchließen , die leichte Waare der Poſſen und Singſpiele dem Volkstheater zu überlaſſen .",Cross-Era,2
rehbock,4428252,"Sonſt nennet man auch wol Gehoͤrne die Hoͤrner derer Rehe-Boͤcke , zum Unterſcheid der Geweihe .",4862103,"Mit dem Rehbock kan man auſſer dem eine ſchoͤne Luſt haben , wenn ein Jaͤger denſelben blatet , und alſo einem groſſen Herrn biß vor die Buͤchſe oder Flinte bringen kan .",Early-Early,4
bergwerk,1313998,"Man ſiehet uͤberhaupt daſiger Gegend viele Spuhren , daß in denen vorigen Zeiten ſtarcke Bergwercke daſelbſt umgegangen , z. E. am Baͤrberge , Steinberge ꝛc. wo uͤberall auf Silber und Kupfer gebauet worden .",2590057,"Sie heiſst : Bergordnung für die Bergwerke in Österreich , Steiermark , Kärnten und Krain .",Cross-Era,4
ziegenbock,4396167,"Feuerqualm ſcheint aus den ſchnaubenden Nüſtern zu ſprühen , das tiefe , wie aus langem Gewölb heraufgeholte Brummen iſt nur noch ſchrecklicher als Brüllen des Löwen , des Bären , dämoniſche Wuth funkelt in dem großen , dunklen Auge , bei ſeinem Schwellen und Rollen zeigt ſich die Bindehaut , die als weißer Grund dem menſchlichen Augenſtern ſeine edle , reine , hebende Umrahmung gibt , als roth durchäderte Folie und erhöht ſo mit ihrer Blutfarbe das ſcheusliche Wuthbild , aus dem Maule hängt die blaurothe Zunge und ein dunkler Bart ſchwankt am Unterkiefer , als hätte der teufliſchen Maske noch ein Stück vom Kopfe des Ziegenbocks gefehlt .",2584861,"Oder : Nimm geläuterten Honig , frischen Harn vom Ziegenbock , Alaun , Borax , Olivenbaumöl und Salz , und nachdem du diese gehörig gemischt hast , tauche das Eisen hinein und lösche es ab ( idem ) .",Late-Late,2
uhrwerk,1385865,"Damit die Minen ſicher Feuer fingen , war eine doppelte Zündung angebracht , nämlich eine Zündſchnur , deren Brenndauer der Zeit entſprach , welche die Fahrzeuge bis zum Erreichen der Brücke brauchten , und ein Uhrwerk , welches wie eine Weckuhr arbeitete und im gegebenen Momente Feuer ſchlug .",5526032,"Schon ſeit ſehr langer Zeit benutzt man zum Herſtellen der Zähne an kleineren Zahnrädern , namentlich auch ſolchen , wie ſie in Uhrwerken laufen , das ſogenannte Räderſchneidezeug , eine gekerbte Stahlſcheibe , die mit großer Geſchwindigkeit um ihre Achſe rotiert .",Late-Late,2
